name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery,qa_flags,qa_recommendation,inventory_source_file
Dolce Vida Medical Spa,customerservice@dvmedspa.com,+1 203-513-8457,https://www.dolcevidamedspa.com/,"635 Danbury Rd, Ridgefield, CT 06877",Ridgefield,Connecticut,Medical spa,5,38,,https://search.google.com/local/reviews?placeid=ChIJh7esOourwokR2S9ybdTPfFk&q=*&authuser=0&hl=en&gl=US,,,ai,"med spa, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a3-qa.csv
Dolce Vida Medical Spa,officemanager@dvmedspa.com,+1 203-513-8457,https://www.dolcevidamedspa.com/,"635 Danbury Rd, Ridgefield, CT 06877",Ridgefield,Connecticut,Medical spa,5,38,,https://search.google.com/local/reviews?placeid=ChIJh7esOourwokR2S9ybdTPfFk&q=*&authuser=0&hl=en&gl=US,,,ai,"med spa, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a3-qa.csv
The MedSpa Old Wethersfield,feelgood@ctfacialmedspa.com,+1 860-506-0050,https://ctfacialmedspa.com/,"249 Main St, Wethersfield, CT 06109",Wethersfield,Connecticut,Medical spa,4.9,70,,https://search.google.com/local/reviews?placeid=ChIJPxmATcNT5okRXHCrTOJ8Ji0&q=*&authuser=0&hl=en&gl=US,,,ai,"med spa, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a3-qa.csv
CT Spine Center,ctspinecenter@gmail.com,+1 203-967-8888,https://www.ctspinecenter.com/,"1200 High Ridge Rd, Stamford, CT 06905",Stamford,Connecticut,Chiropractor,5,95,,https://search.google.com/local/reviews?placeid=ChIJ7-n9ko-hwokR1jeKWbJpkQU&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Chiropractic Health Center of Glastonbury,team@glastonburychiro.com,+1 860-657-8800,http://www.glastonburychiro.com/,"2934 Main St, Glastonbury, CT 06033",Glastonbury,Connecticut,Chiropractor,5,634,,https://search.google.com/local/reviews?placeid=ChIJBWmMCYBR5okRZgm6ad9mZ6s&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Shoreline Family Chiropractic - Dr. Matthew Paterna,drpaterna@yahoo.com,+1 203-932-4476,https://www.drpaterna.com/,"314 Merwin Ave, Milford, CT 06460",Milford,Connecticut,Chiropractor,5,929,,https://search.google.com/local/reviews?placeid=ChIJadYUMId26IkRY03UL-IibbA&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Stamford Spine,drbrianmurphy@yahoo.com,+1 203-580-3232,http://www.stamfordspine.com/,"1177 Summer St 2nd Floor, Stamford, CT 06905",Stamford,Connecticut,Chiropractor,5,287,,https://search.google.com/local/reviews?placeid=ChIJvVPvruuhwokRvTmEg-P2uW8&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Connecticut Spine & Rehab,connecticutspine@gmail.com,+1 203-333-2377,https://www.ctspinerehab.com/,"3851 Main St, Bridgeport, CT 06606",Bridgeport,Connecticut,Chiropractor,4.9,150,,https://search.google.com/local/reviews?placeid=ChIJ4RiTZ3AO6IkRHr2IwLYpLJU&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Modern Chiropractic: Smith Shane DC,ivyhick@gmail.com,+1 860-215-4515,http://www.mchiropractic.com/%3Futm_source%3Dgmb_auth,"2301 Berlin Tpke, Newington, CT 06111",Newington,Connecticut,Chiropractor,5,307,,https://search.google.com/local/reviews?placeid=ChIJRYfkBU1N5okRx-WlMvb8t1g&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Stratford Chiropractic Spine & Injury Center,drdrew@drpesale.com,+1 203-386-9100,https://drpesale.com/,"2505 Main St, Stratford, CT 06615",Stratford,Connecticut,Chiropractor,5,596,,https://search.google.com/local/reviews?placeid=ChIJ43SBYfYM6IkRGVNZeS4mRxI&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
Berglund Chiropractic & Wellness LLC,micah@micahrich.com,+1 203-978-1100,http://berglundchiro.com/,"66 Glenbrook Rd #100, Stamford, CT 06902",Stamford,Connecticut,Chiropractor,5,713,,https://search.google.com/local/reviews?placeid=ChIJdzzBbMShwokRgwT-Mp8UNfM&q=*&authuser=0&hl=en&gl=US,,,ai,"chiropractor, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a4-qa.csv
"Claggett, Sykes & Garza LLC",info@csgtrials.com,+1 860-773-4549,https://csgtrials.com/farmington/personal-injury-lawyer/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dfarmington,"76 Batterson Park Rd Suite 301, Farmington, CT 06032",Farmington,Connecticut,Law firm,5,559,,https://search.google.com/local/reviews?placeid=ChIJWa66pIBR5okRIc3LqMtU_QA&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
"Claggett, Sykes & Garza LLC",andrew@csgtrials.com,+1 860-773-4549,https://csgtrials.com/farmington/personal-injury-lawyer/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dfarmington,"76 Batterson Park Rd Suite 301, Farmington, CT 06032",Farmington,Connecticut,Law firm,5,559,,https://search.google.com/local/reviews?placeid=ChIJWa66pIBR5okRIc3LqMtU_QA&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Connecticut Injury Firm LLC,plevin@expertwitnessexchange.com,+1 860-560-7226,https://www.connecticutinjuryhelp.com/,"40 Russ St, Hartford, CT 06106",Hartford,Connecticut,Law firm,4.9,43,,https://search.google.com/local/reviews?placeid=ChIJQZzLsGlT5okRev-oIwNeGJk&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Connecticut Injury Firm LLC,plevin@connecticutinjuryhelp.com,+1 860-560-7226,https://www.connecticutinjuryhelp.com/,"40 Russ St, Hartford, CT 06106",Hartford,Connecticut,Law firm,4.9,43,,https://search.google.com/local/reviews?placeid=ChIJQZzLsGlT5okRev-oIwNeGJk&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Connecticut Injury Firm LLC,boinkpl@gmail.com,+1 860-560-7226,https://www.connecticutinjuryhelp.com/,"40 Russ St, Hartford, CT 06106",Hartford,Connecticut,Law firm,4.9,43,,https://search.google.com/local/reviews?placeid=ChIJQZzLsGlT5okRev-oIwNeGJk&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Welcome Law Firm: Waterbury Personal Injury & Immigration Lawyer,contact@welcomelawfirm.com,+1 203-689-0817,https://welcomelawfirm.com/waterbury-ct/personal-injury-lawyer/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-listing-waterbury,"80 Central Ave, Waterbury, CT 06702",Waterbury,Connecticut,Law firm,4.8,502,,https://search.google.com/local/reviews?placeid=ChIJt3tfwVTA54kRxLTxzY0AY34&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Welcome Law Firm: Waterbury Personal Injury & Immigration Lawyer,jwelcome@welcomelawfirm.com,+1 203-689-0817,https://welcomelawfirm.com/waterbury-ct/personal-injury-lawyer/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp-listing-waterbury,"80 Central Ave, Waterbury, CT 06702",Waterbury,Connecticut,Law firm,4.8,502,,https://search.google.com/local/reviews?placeid=ChIJt3tfwVTA54kRxLTxzY0AY34&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Morgan & Morgan,approaching.lightspeed@gmail.com,+1 203-547-5916,https://www.forthepeople.com/office-locations/connecticut/new-haven/%3Futm_source%3DGMB%26utm_medium%3Dlocal%26utm_campaign%3DNewHavenCTGMB,"157 Church St 19th Floor, New Haven, CT 06510",New Haven,Connecticut,Law firm,4.8,952,,https://search.google.com/local/reviews?placeid=ChIJsT4fly0P6IkRFSWNmXoR3QY&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
"Law Office of Michael L. Chambers, Jr., Car Accident & Personal Injury Attorneys - Hartford",michael@mchamberslaw.com,+1 860-791-3302,https://mchamberslaw.com/%3Futm_source%3Dgbp%26utm_campaign%3DHartford,"2 Congress St #2C, Hartford, CT 06114",Hartford,Connecticut,Law firm,5,308,,https://search.google.com/local/reviews?placeid=ChIJfd64XGVT5okRr9ShMm2RVA4&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
"Tindall Law Firm, LLC",tavis@tindall-lawfirm.com,+1 203-755-0018,http://tindall-lawfirm.com/,"64 Holmes Ave, Waterbury, CT 06710",Waterbury,Connecticut,Trial attorney,5,242,,https://search.google.com/local/reviews?placeid=ChIJLV3s6VTA54kRb9qw3w91stQ&q=*&authuser=0&hl=en&gl=US,,,ai,"law firm, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a5-qa.csv
Dental Associates of Connecticut,annielucarelli1230@gmail.com,+1 203-380-0660,https://dentalassociates.us/our-dentists-orthodontists/shelton-dentists/,"680 Bridgeport Ave, Shelton, CT 06484",Shelton,Connecticut,Dentist,4.8,717,,https://search.google.com/local/reviews?placeid=ChIJC8t3CX0L6IkR3KT8SMRwp9A&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Dentist in Stamford CT - Supreme Dentist Stamford - Dental Implant Specialist and Emergency Dentist,office@supremedentalct.com,+1 203-348-5612,https://supremedentalct.com/,"44 Strawberry Hill Ave STE 9, Stamford, CT 06902",Stamford,Connecticut,Dentist,4.8,301,,https://search.google.com/local/reviews?placeid=ChIJIVptQj6hwokR3SoQ_cQl4hk&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Southern Connecticut Dental Group,jdwor83693@aol.com,+1 203-580-4874,http://www.southernctdental.com/,"497 Main St #2, Ansonia, CT 06401",Ansonia,Connecticut,Dentist,4.7,357,,https://search.google.com/local/reviews?placeid=ChIJMRsH7C_e54kRBuMwFukq2Xg&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",personal_email_domain,review_before_live,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Connecticut Family Dental,tulsinama@gmail.com,+1 203-574-2725,http://www.ctfdental.com/,"171 Grandview Ave # 103, Waterbury, CT 06708",Waterbury,Connecticut,Dentist,4.7,535,,https://search.google.com/local/reviews?placeid=ChIJpe8ExUrA54kRTMvKMv7emkg&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Connecticut Family Dental,as@ctfdental.com,+1 203-574-2725,http://www.ctfdental.com/,"171 Grandview Ave # 103, Waterbury, CT 06708",Waterbury,Connecticut,Dentist,4.7,535,,https://search.google.com/local/reviews?placeid=ChIJpe8ExUrA54kRTMvKMv7emkg&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Connecticut Family Dental,info@ctfdental.com,+1 203-574-2725,http://www.ctfdental.com/,"171 Grandview Ave # 103, Waterbury, CT 06708",Waterbury,Connecticut,Dentist,4.7,535,,https://search.google.com/local/reviews?placeid=ChIJpe8ExUrA54kRTMvKMv7emkg&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",multiple_contacts_same_business,review_before_live,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
Center Dental Office,info@centerdentaloffice.com,+1 860-523-4239,http://www.centerdentaloffice.com/,"836 Farmington Ave Suite 120, West Hartford, CT 06119",West Hartford,Connecticut,Dentist,5,172,,https://search.google.com/local/reviews?placeid=ChIJnatZs7-s54kRTqP2y9uQLJc&q=*&authuser=0&hl=en&gl=US,,,ai,"dental office, Connecticut, USA",,ok,tmp-reach-warmup-ai-2026-05-20-a6-qa.csv
